GalaxyID,Morphology
116045,Elliptical
116061,Spiral
116064,Elliptical
116118,Spiral
116140,Spiral
116195,Spiral
116201,Elliptical
116208,Elliptical
116210,Elliptical
116214,Elliptical
116228,Elliptical
116239,Elliptical
116249,Elliptical
116265,Elliptical
116291,Irregular
116306,Spiral
116328,Spiral
116386,Elliptical
116417,Elliptical
116422,Spiral
116429,Spiral
116435,Elliptical
116455,Elliptical
116517,Elliptical
116518,Spiral
116524,Elliptical
116527,Elliptical
116542,Spiral
116551,Spiral
116557,Spiral
116565,Elliptical
116582,Elliptical
116596,Spiral
116614,Elliptical
116620,Elliptical
116638,Spiral
116667,Elliptical
116669,Elliptical
116692,Elliptical
116695,Elliptical
116719,Elliptical
116723,Elliptical
116724,Spiral
116751,Spiral
116779,Elliptical
116780,Elliptical
116794,Spiral
116815,Spiral
116817,Spiral
116832,Spiral
116844,Elliptical
116857,Elliptical
116873,Elliptical
116879,Elliptical
116886,Elliptical
116896,Spiral
116914,Elliptical
116927,Elliptical
116946,Elliptical
116958,Elliptical
116964,Elliptical
116979,Elliptical
116998,Spiral
117017,Elliptical
117045,Spiral
117068,Elliptical
117085,Spiral
117090,Elliptical
117100,Spiral
117104,Elliptical
117135,Spiral
117158,Spiral
117164,Spiral
117177,Spiral
117192,Elliptical
117205,Spiral
117206,Spiral
117214,Elliptical
117216,Elliptical
117217,Spiral
117228,Elliptical
117235,Elliptical
117240,Irregular
117265,Spiral
117267,Spiral
117268,Elliptical
117300,Spiral
117319,Spiral
117361,Spiral
117413,Irregular
117424,Spiral
117440,Spiral
117492,Elliptical
117494,Spiral
117503,Spiral
117510,Elliptical
117520,Elliptical
117528,Elliptical
117541,Spiral
117576,Spiral
117587,Elliptical
117597,Elliptical
117598,Spiral
117605,Elliptical
117621,Elliptical
117623,Elliptical
117627,Elliptical
117641,Spiral
117647,Elliptical
117674,Spiral
117722,Irregular
117730,Spiral
117743,Spiral
117764,Elliptical
117767,Elliptical
117775,Elliptical
117805,Elliptical
117813,Elliptical
117833,Elliptical
117853,Elliptical
117858,Spiral
117895,Spiral
117908,Spiral
117909,Spiral
117915,Spiral
117921,Elliptical
117929,Elliptical
117934,Spiral
117996,Elliptical
118013,Spiral
118015,Elliptical
118044,Elliptical
118048,Spiral
118063,Elliptical
118074,Elliptical
118085,Elliptical
118119,Elliptical
118140,Elliptical
118141,Elliptical
118150,Spiral
118161,Elliptical
118163,Elliptical
118184,Elliptical
118188,Elliptical
118199,Spiral
118223,Elliptical
118260,Elliptical
118323,Spiral
118337,Elliptical
118348,Elliptical
118382,Spiral
118409,Irregular
118452,Elliptical
118476,Spiral
118493,Elliptical
118506,Elliptical
118539,Spiral
118590,Elliptical
118599,Spiral
118638,Spiral
118644,Elliptical
118650,Elliptical
118685,Elliptical
118700,Elliptical
118702,Elliptical
118712,Spiral
118714,Elliptical
118723,Spiral
118767,Elliptical
118777,Spiral
118811,Elliptical
118831,Spiral
118856,Spiral
118868,Elliptical
118877,Spiral
118893,Spiral
118935,Spiral
118941,Spiral
118944,Elliptical
118947,Elliptical
118949,Elliptical
118971,Spiral
118993,Elliptical
119009,Spiral
119010,Irregular
119014,Irregular
119037,Elliptical
119045,Spiral
119061,Spiral
119074,Spiral
119147,Elliptical
119150,Spiral
119186,Elliptical
119229,Spiral
119239,Spiral
119240,Spiral
119249,Spiral
119250,Spiral
119256,Elliptical
119262,Spiral
119277,Irregular
119280,Elliptical
119314,Elliptical
119321,Irregular
119334,Elliptical
119358,Spiral
119366,Spiral
119373,Spiral
119383,Elliptical
119384,Elliptical
119397,Spiral
119398,Elliptical
119417,Elliptical
119425,Spiral
119454,Elliptical
119459,Irregular
119471,Spiral
119498,Elliptical
119501,Spiral
119536,Spiral
119537,Spiral
119554,Elliptical
119573,Spiral
119579,Spiral
119599,Spiral
119644,Spiral
119666,Elliptical
119670,Spiral
119675,Spiral
119691,Irregular
119693,Elliptical
119695,Elliptical
119699,Elliptical
119718,Spiral
119719,Irregular
119720,Elliptical
119729,Spiral
119740,Spiral
119743,Irregular
119766,Elliptical
119773,Spiral
119774,Elliptical
119777,Spiral
119798,Elliptical
119816,Spiral
119831,Elliptical
119864,Spiral
119876,Spiral
119889,Elliptical
119909,Spiral
119910,Spiral
119921,Elliptical
119941,Elliptical
119967,Spiral
119990,Spiral
120006,Elliptical
120027,Elliptical
120036,Elliptical
120042,Spiral
120051,Spiral
120062,Elliptical
120084,Spiral
120107,Elliptical
120112,Elliptical
120127,Spiral
120158,Spiral
120179,Spiral
120187,Spiral
120191,Spiral
120193,Spiral
120197,Spiral
120201,Elliptical
120214,Elliptical
120219,Elliptical
120223,Spiral
120228,Spiral
120231,Elliptical
120250,Elliptical
120258,Elliptical
120259,Elliptical
120260,Elliptical
120305,Elliptical
120307,Irregular
120314,Elliptical
120316,Spiral
120333,Spiral
120337,Spiral
120354,Spiral
120374,Spiral
120383,Spiral
120384,Spiral
120387,Elliptical
120426,Spiral
120433,Irregular
120438,Elliptical
120440,Elliptical
120447,Irregular
120535,Elliptical
120548,Irregular
120566,Elliptical
120586,Elliptical
120629,Elliptical
120632,Spiral
120641,Elliptical
120648,Elliptical
120659,Elliptical
120676,Spiral
120697,Elliptical
120716,Spiral
120763,Elliptical
120774,Elliptical
120776,Elliptical
120782,Elliptical
120847,Spiral
120858,Elliptical
120868,Elliptical
120891,Elliptical
120915,Spiral
120918,Elliptical
120923,Elliptical
120925,Spiral
120941,Spiral
120998,Spiral
121006,Spiral
121008,Spiral
121016,Elliptical
121031,Spiral
121044,Elliptical
121048,Spiral
121059,Elliptical
121067,Irregular
121068,Elliptical
121085,Spiral
121088,Irregular
121128,Spiral
121129,Spiral
121133,Elliptical
121147,Elliptical
121164,Spiral
121167,Spiral
121177,Elliptical
121178,Spiral
121184,Spiral
121190,Elliptical
121195,Elliptical
121196,Elliptical
121250,Elliptical
121257,Spiral
121262,Elliptical
121267,Spiral
121272,Spiral
121276,Spiral
121287,Elliptical
121319,Spiral
121346,Elliptical
121371,Elliptical
121378,Elliptical
121394,Spiral
121410,Spiral
121413,Elliptical
121438,Spiral
121459,Elliptical
121462,Spiral
121473,Elliptical
121527,Spiral
121538,Spiral
121552,Spiral
121558,Spiral
121567,Elliptical
121577,Elliptical
121590,Elliptical
121592,Elliptical
121611,Elliptical
121621,Spiral
121625,Elliptical
121637,Spiral
121645,Elliptical
121670,Elliptical
121694,Spiral
121705,Elliptical
121713,Elliptical
121727,Irregular
121746,Irregular
121768,Spiral
121769,Elliptical
121774,Spiral
121801,Elliptical
121811,Elliptical
121831,Elliptical
121835,Elliptical
121875,Elliptical
121899,Elliptical
121902,Spiral
121916,Elliptical
121944,Spiral
121946,Elliptical
121960,Elliptical
121973,Spiral
122003,Elliptical
122020,Elliptical
122042,Spiral
122052,Spiral
122068,Irregular
122073,Elliptical
122093,Spiral
122099,Spiral
122109,Elliptical
122131,Elliptical
122152,Elliptical
122158,Elliptical
122176,Spiral
122214,Elliptical
122221,Elliptical
122225,Elliptical
122226,Spiral
122240,Irregular
122245,Elliptical
122265,Elliptical
122278,Elliptical
122292,Elliptical
122293,Spiral
122294,Spiral
122295,Spiral
122296,Spiral
122298,Elliptical
122307,Elliptical
122362,Spiral
122371,Elliptical
122402,Elliptical
122415,Elliptical
122444,Elliptical
122445,Spiral
122469,Elliptical
122477,Spiral
122479,Elliptical
122525,Spiral
122527,Spiral
122566,Elliptical
122601,Spiral
122608,Elliptical
122634,Elliptical
122654,Spiral
122672,Elliptical
122674,Elliptical
122694,Elliptical
122705,Elliptical
122715,Elliptical
122717,Elliptical
122721,Spiral
122753,Spiral
122754,Elliptical
122804,Spiral
122818,Spiral
122832,Elliptical
122855,Spiral
122870,Elliptical
122877,Elliptical
122907,Spiral
122909,Elliptical
122933,Elliptical
122946,Spiral
122960,Elliptical
122965,Elliptical
122995,Spiral
123024,Irregular
123036,Spiral
123039,Elliptical
123059,Elliptical
123067,Elliptical
123093,Spiral
123103,Spiral
123118,Elliptical
123133,Irregular
123139,Elliptical
123141,Elliptical
123156,Elliptical
123173,Spiral
123192,Elliptical
123199,Elliptical
123200,Spiral
123203,Spiral
123204,Elliptical
123205,Spiral
123207,Spiral
123243,Elliptical
123282,Elliptical
123294,Elliptical
123308,Spiral
123310,Elliptical
123337,Spiral
123344,Elliptical
123349,Spiral
123381,Elliptical
123382,Irregular
123383,Elliptical
123387,Elliptical
123411,Elliptical
123412,Elliptical
123416,Elliptical
123420,Spiral
123433,Elliptical
123440,Elliptical
123470,Spiral
123475,Elliptical
123486,Spiral
123498,Spiral
123517,Elliptical
123540,Spiral
123564,Irregular
123582,Elliptical
123628,Elliptical
123647,Elliptical
123648,Elliptical
123670,Elliptical
123678,Spiral
123679,Elliptical
123692,Spiral
123694,Spiral
123695,Elliptical
123700,Spiral
123713,Elliptical
123750,Spiral
123770,Elliptical
123772,Spiral
123792,Elliptical
123810,Spiral
123811,Elliptical
123858,Spiral
123871,Spiral
123878,Elliptical
123897,Spiral
123906,Spiral
123933,Spiral
123938,Spiral
123980,Elliptical
123981,Spiral
124019,Elliptical
124022,Elliptical
124050,Spiral
124057,Elliptical
124059,Spiral
124070,Spiral
124076,Elliptical
124079,Elliptical
124175,Spiral
124200,Spiral
124206,Elliptical
124208,Elliptical
124210,Elliptical
124214,Spiral
124265,Spiral
124273,Elliptical
124299,Elliptical
124305,Elliptical
124307,Elliptical
124315,Elliptical
124337,Spiral
124342,Irregular
124375,Elliptical
